Attrition,Age,MonthlyIncome,DistanceFromHome,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion,NumCompaniesWorked,JobLevel,JobInvolvement,JobSatisfaction,PerformanceRating,StockOptionLevel,JobRole,OverTime,BusinessTravel,Department,MaritalStatus,EducationField
No,33,3143,8,14,10,8,6,7,6,1,4,1,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,28,2044,1,5,5,3,3,0,1,1,3,4,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,39,13464,10,9,4,3,2,2,7,3,3,3,4,0,Research Director,No,Travel_Rarely,Research & Development,Single,Medical
No,46,7991,26,6,2,2,2,2,8,2,2,2,3,0,Sales Executive,No,Non-Travel,Sales,Single,Life Sciences
No,40,3377,2,7,4,3,2,0,4,1,3,1,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,42,5538,13,10,0,0,0,0,5,2,4,1,3,2,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Medical
No,35,5762,2,15,7,7,7,1,2,2,3,4,3,1,Manufacturing Director,No,Non-Travel,Research & Development,Divorced,Medical
No,38,2592,2,13,11,10,8,3,5,1,3,2,3,3,Human Resources,No,Non-Travel,Human Resources,Divorced,Human Resources
Yes,34,5346,9,11,7,1,7,0,4,2,3,1,3,1,Laboratory Technician,No,Travel_Frequently,Research & Development,Married,Life Sciences
Yes,37,4213,10,10,10,3,8,0,1,2,3,1,3,0,Manufacturing Director,No,Travel_Rarely,Research & Development,Single,Medical
No,39,4127,20,7,2,1,2,2,2,2,3,4,3,1,Sales Executive,No,Travel_Frequently,Sales,Divorced,Life Sciences
No,43,2438,9,7,3,2,2,1,4,1,3,3,3,0,Research Scientist,No,Non-Travel,Research & Development,Single,Life Sciences
No,41,6870,5,11,3,2,2,1,3,2,4,2,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,41,10447,4,23,22,14,5,13,0,3,3,3,3,1,Sales Executive,Yes,Travel_Rarely,Sales,Divorced,Marketing
No,30,9667,10,9,7,7,2,0,9,3,3,3,3,0,Manufacturing Director,No,Travel_Rarely,Research & Development,Single,Medical
Yes,26,2148,20,6,5,1,4,1,0,1,3,2,3,0,Human Resources,Yes,Travel_Rarely,Human Resources,Married,Medical
Yes,46,8926,21,13,9,7,7,3,4,2,3,2,4,1,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Medical
No,40,6513,1,12,5,3,3,0,4,2,3,4,3,1,Healthcare Representative,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,34,6799,8,10,10,8,8,4,1,2,4,3,4,2,Sales Executive,No,Travel_Rarely,Sales,Married,Technical Degree
No,58,16291,2,37,16,9,14,14,4,4,3,2,4,1,Manager,No,Non-Travel,Sales,Divorced,Medical
No,35,2705,23,6,5,4,3,0,0,1,1,3,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
No,47,10333,4,28,22,11,10,14,8,3,2,2,3,1,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,40,4448,12,15,7,4,7,7,2,2,3,1,3,1,Healthcare Representative,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,54,6854,7,14,7,1,7,1,4,2,3,4,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Medical
No,31,9637,7,9,3,2,2,2,2,3,3,1,3,2,Sales Executive,No,Travel_Frequently,Sales,Married,Marketing
No,28,3591,1,3,3,2,2,1,1,1,3,1,4,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Medical
No,38,5405,2,20,4,2,3,0,2,2,1,4,4,2,Sales Representative,Yes,Travel_Rarely,Sales,Married,Marketing
No,26,4684,10,5,5,3,2,1,1,2,3,4,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Medical
No,58,15787,15,23,2,2,2,2,2,4,3,3,3,0,Research Director,Yes,Travel_Frequently,Research & Development,Married,Life Sciences
No,18,1514,14,0,0,0,0,0,1,1,3,3,3,0,Research Scientist,No,Non-Travel,Research & Development,Single,Medical
Yes,31,2956,18,2,1,0,0,0,0,1,4,1,3,0,Human Resources,No,Travel_Rarely,Human Resources,Married,Human Resources
Yes,29,2335,13,4,2,2,0,2,4,1,2,1,3,3,Human Resources,Yes,Travel_Rarely,Human Resources,Divorced,Human Resources
No,45,5154,2,10,8,7,7,5,4,2,3,3,4,2,Sales Executive,No,Non-Travel,Sales,Married,Life Sciences
No,36,6962,2,15,1,0,0,0,4,2,3,2,4,1,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Other
No,43,5675,2,7,7,7,7,7,1,2,3,4,4,1,Sales Executive,No,Travel_Frequently,Sales,Married,Life Sciences
No,27,2379,5,6,5,4,2,0,0,1,3,4,3,0,Laboratory Technician,Yes,Travel_Frequently,Research & Development,Single,Life Sciences
No,29,3812,20,11,11,8,10,3,1,1,3,4,3,0,Laboratory Technician,No,Travel_Frequently,Research & Development,Married,Medical
No,32,4648,10,4,0,0,0,0,8,2,3,4,3,0,Sales Executive,No,Travel_Frequently,Sales,Single,Marketing
No,42,2936,10,10,6,3,3,3,3,1,3,3,4,2,Research Scientist,No,Non-Travel,Research & Development,Married,Technical Degree
No,47,2105,9,7,2,2,0,2,4,1,3,3,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,46,8578,2,12,9,8,7,4,3,3,3,4,3,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,28,2706,1,3,3,2,2,2,1,1,3,4,3,1,Human Resources,No,Non-Travel,Human Resources,Divorced,Life Sciences
No,29,6384,29,11,7,0,6,1,8,2,1,3,3,2,Healthcare Representative,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,42,3968,8,8,0,0,0,0,4,1,3,3,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Life Sciences
Yes,32,9907,2,7,2,2,2,2,7,2,2,2,3,0,Sales Executive,Yes,Travel_Rarely,Sales,Single,Marketing
No,46,13225,3,25,19,17,8,2,2,4,4,1,3,1,Sales Executive,No,Travel_Rarely,Sales,Divorced,Technical Degree
No,27,3540,23,9,9,8,8,5,1,2,2,3,4,1,Sales Representative,No,Travel_Rarely,Sales,Married,Medical
No,29,2804,6,1,1,0,0,0,1,1,2,2,3,0,Human Resources,No,Travel_Rarely,Human Resources,Married,Medical
No,43,19392,6,21,16,12,14,6,7,5,2,3,3,0,Manager,No,Travel_Rarely,Research & Development,Married,Medical
No,48,19665,10,29,22,10,9,12,4,5,2,2,3,0,Research Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,29,2439,24,1,1,0,0,1,1,1,2,4,4,0,Research Scientist,Yes,Travel_Frequently,Research & Development,Single,Life Sciences
Yes,46,7314,10,14,8,7,7,0,5,3,3,2,4,3,Sales Executive,No,Travel_Rarely,Sales,Married,Life Sciences
No,27,4774,15,8,7,6,3,7,0,1,2,1,3,1,Research Scientist,No,Travel_Frequently,Research & Development,Married,Life Sciences
No,39,3902,19,7,2,2,2,2,8,2,3,4,3,3,Research Scientist,No,Travel_Rarely,Research & Development,Divorced,Other
No,55,2662,2,19,5,2,4,0,8,1,2,4,4,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Technical Degree
No,28,2856,3,1,1,0,0,0,1,1,3,2,3,1,Sales Representative,No,Travel_Rarely,Sales,Married,Medical
Yes,30,1081,9,1,1,0,0,0,1,1,3,4,3,0,Sales Representative,No,Travel_Rarely,Sales,Single,Medical
Yes,22,2472,7,1,1,0,0,0,1,1,3,2,4,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Single,Life Sciences
No,36,5673,10,10,10,9,7,1,1,2,2,3,3,1,Sales Executive,Yes,Travel_Rarely,Sales,Married,Technical Degree
No,31,4197,20,10,10,8,2,0,1,2,3,3,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,34,9713,4,9,5,3,0,1,2,3,3,4,3,3,Sales Executive,Yes,Travel_Rarely,Sales,Married,Life Sciences
No,29,2062,7,11,3,2,2,1,3,1,3,1,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,37,4284,7,16,5,3,4,0,5,2,3,1,4,1,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Medical
No,35,4788,16,4,3,2,2,0,0,2,2,2,3,0,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Married,Other
No,45,5906,25,10,9,8,8,3,0,2,2,4,3,2,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,36,3886,2,10,10,1,8,0,1,2,2,4,4,0,Human Resources,No,Travel_Frequently,Human Resources,Single,Human Resources
No,40,16823,1,22,19,7,16,11,2,4,3,1,3,1,Manager,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,26,2933,1,1,1,0,0,1,1,1,2,3,3,1,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,27,6500,2,9,8,7,7,0,0,2,4,3,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Medical
No,48,17174,22,24,22,17,7,4,3,4,3,4,3,1,Manager,No,Travel_Frequently,Research & Development,Divorced,Medical
No,44,5033,1,10,2,0,2,2,2,2,4,1,3,1,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,34,2307,16,5,5,2,0,3,1,1,1,1,4,1,Research Scientist,Yes,Non-Travel,Research & Development,Married,Technical Degree
Yes,56,2587,24,5,4,2,0,1,1,1,3,4,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,36,5507,17,12,4,2,3,1,2,2,2,2,3,2,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,41,4393,8,14,5,4,4,1,5,2,3,2,4,1,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,42,13348,6,18,13,7,7,5,9,3,3,1,3,1,Research Director,No,Travel_Rarely,Research & Development,Married,Medical
No,31,6583,10,8,5,2,4,1,2,2,3,4,3,1,Sales Executive,Yes,Travel_Rarely,Sales,Divorced,Medical
No,34,8103,3,9,4,2,1,0,3,2,2,4,3,0,Sales Executive,Yes,Travel_Rarely,Sales,Married,Medical
No,31,3978,4,4,2,2,2,2,8,1,4,3,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Medical
No,26,2544,6,8,7,7,7,7,0,1,4,4,3,1,Laboratory Technician,No,Travel_Frequently,Research & Development,Married,Other
No,45,5399,1,12,4,2,3,0,4,2,3,3,3,0,Healthcare Representative,No,Travel_Frequently,Research & Development,Single,Medical
No,33,5487,10,10,10,4,9,0,1,2,3,3,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Marketing
No,28,6834,1,7,7,7,7,0,1,2,2,4,3,1,Sales Executive,Yes,Travel_Frequently,Sales,Married,Life Sciences
Yes,29,1091,24,1,1,0,0,0,1,1,4,1,3,0,Sales Representative,No,Travel_Frequently,Sales,Single,Technical Degree
No,39,5736,21,10,3,2,2,1,6,2,1,3,3,1,Sales Executive,No,Non-Travel,Sales,Married,Life Sciences
No,27,2226,2,6,5,3,2,1,1,1,3,2,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Technical Degree
No,34,5747,22,16,15,10,11,6,1,2,2,4,3,0,Research Scientist,Yes,Travel_Frequently,Research & Development,Married,Other
Yes,28,9854,13,6,2,0,2,2,3,2,3,3,3,0,Sales Executive,Yes,Travel_Rarely,Sales,Single,Marketing
No,47,5467,14,16,8,7,7,1,8,2,3,2,3,1,Research Scientist,No,Non-Travel,Research & Development,Married,Technical Degree
No,56,5380,11,6,0,0,0,0,4,2,2,1,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,39,5151,9,10,10,0,9,7,1,2,3,1,4,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Medical
No,38,2133,8,20,20,11,7,0,1,2,2,2,3,1,Research Scientist,Yes,Travel_Frequently,Research & Development,Divorced,Medical
No,58,17875,21,29,1,0,0,0,4,4,3,4,3,1,Manager,Yes,Travel_Rarely,Sales,Married,Life Sciences
Yes,32,2432,5,8,4,1,3,0,3,1,4,3,3,0,Research Scientist,Yes,Travel_Frequently,Research & Development,Single,Life Sciences
No,38,4771,9,10,5,2,3,0,2,1,3,4,3,2,Research Scientist,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,49,19161,2,28,5,4,3,4,3,5,3,4,3,0,Research Director,No,Travel_Frequently,Research & Development,Married,Life Sciences
No,42,5087,12,14,0,0,0,0,3,2,3,4,3,2,Sales Executive,Yes,Travel_Rarely,Sales,Divorced,Marketing
Yes,27,2863,22,1,1,0,0,0,1,1,2,2,3,0,Human Resources,No,Travel_Frequently,Human Resources,Married,Human Resources
No,35,5561,18,6,5,3,4,0,0,2,3,1,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Medical
No,28,2144,16,5,5,3,4,1,1,1,3,3,3,0,Research Scientist,No,Non-Travel,Research & Development,Single,Medical
No,31,3065,3,4,4,2,3,2,1,1,3,1,3,1,Research Scientist,Yes,Non-Travel,Research & Development,Divorced,Medical
No,36,2810,9,5,5,4,2,0,1,1,4,2,4,0,Laboratory Technician,No,Non-Travel,Research & Development,Married,Life Sciences
No,34,9888,1,14,14,8,1,2,1,3,3,4,4,0,Sales Executive,No,Travel_Rarely,Sales,Single,Marketing
No,34,8628,13,9,8,7,1,1,1,3,3,3,3,1,Sales Executive,No,Travel_Rarely,Sales,Divorced,Medical
No,26,2867,1,8,7,7,6,7,0,1,3,1,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Medical
No,29,5373,1,6,5,3,2,0,0,2,3,1,3,1,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,32,6667,15,9,5,1,2,1,5,2,3,4,3,1,Healthcare Representative,No,Non-Travel,Research & Development,Divorced,Medical
No,31,5003,1,10,10,8,7,8,1,2,1,1,4,0,Research Scientist,No,Travel_Frequently,Research & Development,Married,Life Sciences
Yes,28,2367,17,6,4,1,3,0,5,1,2,4,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Technical Degree
No,38,2858,1,20,1,0,0,0,4,1,2,1,3,0,Sales Representative,No,Travel_Rarely,Sales,Single,Life Sciences
No,35,5204,7,10,10,8,9,0,1,2,3,4,3,0,Sales Executive,Yes,Travel_Rarely,Sales,Married,Life Sciences
No,27,4105,9,7,7,7,7,0,1,2,3,4,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Marketing
No,32,9679,5,8,1,0,0,0,8,2,2,4,4,0,Manufacturing Director,No,Travel_Rarely,Research & Development,Single,Life Sciences
Yes,31,5617,26,10,10,7,8,0,1,2,3,4,3,0,Sales Executive,Yes,Travel_Frequently,Sales,Married,Marketing
Yes,53,10448,24,15,2,2,2,2,6,3,3,1,3,0,Sales Executive,Yes,Travel_Rarely,Sales,Single,Life Sciences
No,54,2897,9,9,4,3,3,2,3,2,3,3,3,2,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,33,5968,7,9,9,7,8,2,1,2,3,3,4,3,Healthcare Representative,No,Travel_Frequently,Research & Development,Divorced,Life Sciences
No,43,7510,11,10,10,9,9,0,1,3,3,3,3,1,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,38,2991,1,7,6,2,2,1,0,1,3,2,3,1,Human Resources,Yes,Travel_Frequently,Human Resources,Married,Other
No,55,19636,26,35,10,9,4,1,4,5,4,2,3,1,Manager,Yes,Travel_Rarely,Human Resources,Married,Human Resources
No,31,1129,2,1,1,0,0,0,1,1,1,4,3,3,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Divorced,Medical
No,39,13341,15,21,20,8,10,11,0,4,3,1,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Marketing
No,42,4332,23,20,20,9,7,3,1,2,2,3,3,0,Research Scientist,No,Non-Travel,Research & Development,Single,Life Sciences
No,31,11031,10,13,11,7,8,4,4,3,3,3,4,1,Research Director,No,Non-Travel,Research & Development,Married,Medical
No,54,4440,10,9,5,2,4,1,6,2,3,1,3,0,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Single,Medical
No,24,4617,1,4,4,3,2,1,1,2,2,3,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,23,2647,12,5,5,2,4,1,1,1,3,4,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Other
No,40,6323,11,10,10,9,4,9,1,2,3,3,3,1,Laboratory Technician,No,Travel_Frequently,Research & Development,Married,Technical Degree
No,40,5677,2,15,11,8,10,5,3,2,3,2,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,25,2187,2,6,2,0,2,1,4,1,3,2,3,0,Human Resources,No,Travel_Rarely,Human Resources,Married,Human Resources
No,30,3748,1,12,12,8,7,1,1,1,3,2,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
No,25,3977,2,7,2,2,2,0,6,1,3,3,3,1,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Divorced,Other
No,47,8633,25,25,17,14,11,12,2,3,3,3,4,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Single,Medical
No,33,2008,1,1,1,1,0,0,1,1,2,3,3,3,Laboratory Technician,No,Non-Travel,Research & Development,Divorced,Medical
No,38,4440,1,16,15,13,8,5,0,2,3,2,3,2,Sales Executive,No,Travel_Rarely,Sales,Married,Life Sciences
No,31,3067,2,3,2,2,2,1,0,1,3,3,3,1,Sales Representative,No,Travel_Rarely,Sales,Married,Life Sciences
No,38,5321,6,10,8,3,7,7,2,2,2,3,3,1,Manufacturing Director,No,Travel_Frequently,Research & Development,Married,Life Sciences
No,42,5410,18,9,4,3,2,1,6,2,3,1,3,1,Research Scientist,Yes,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,41,2782,1,12,5,3,0,1,3,1,3,4,4,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,47,11957,1,14,13,8,12,5,0,3,3,2,3,2,Research Director,No,Non-Travel,Research & Development,Married,Medical
No,35,2660,11,5,2,2,2,2,7,1,3,3,3,1,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Married,Medical
No,22,3375,1,4,3,2,2,1,0,1,3,3,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,35,5098,9,10,10,7,8,0,1,2,3,3,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Medical
No,33,4878,15,10,9,7,1,8,0,2,3,4,3,1,Healthcare Representative,Yes,Travel_Rarely,Research & Development,Married,Medical
No,32,2837,29,6,6,2,1,4,1,1,2,2,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,40,2406,1,8,1,0,0,0,8,1,3,4,3,2,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,32,2269,1,3,2,2,2,2,0,1,2,2,3,1,Sales Representative,No,Travel_Rarely,Sales,Married,Medical
No,39,4108,24,18,7,7,7,1,7,2,3,4,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,38,13206,10,20,18,16,11,1,3,3,1,3,3,1,Research Director,No,Travel_Rarely,Research & Development,Married,Medical
No,32,10422,1,14,14,10,7,5,1,3,3,4,3,2,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,37,13744,10,16,16,11,8,6,1,3,4,4,4,1,Research Director,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,25,4907,8,6,5,3,4,0,0,2,3,3,4,1,Sales Executive,Yes,Travel_Rarely,Sales,Divorced,Other
No,52,3482,29,16,9,8,0,0,2,1,3,4,3,2,Sales Representative,No,Non-Travel,Sales,Divorced,Life Sciences
No,44,2436,1,6,4,3,2,1,6,1,3,4,3,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Single,Medical
No,21,2380,5,2,2,2,2,1,1,1,3,1,3,0,Sales Representative,Yes,Travel_Rarely,Sales,Single,Medical
No,39,19431,9,21,6,0,3,1,2,5,3,4,3,0,Manager,No,Non-Travel,Research & Development,Single,Life Sciences
Yes,23,1790,9,1,1,0,0,1,1,1,3,1,3,1,Sales Representative,No,Travel_Frequently,Sales,Married,Marketing
No,36,7644,3,10,9,7,4,3,0,3,2,4,3,2,Sales Executive,No,Travel_Rarely,Sales,Married,Medical
No,36,5131,4,18,4,2,2,0,7,2,3,2,3,3,Manufacturing Director,No,Travel_Frequently,Research & Development,Divorced,Life Sciences
No,56,6306,1,13,13,12,9,1,1,2,3,3,4,1,Healthcare Representative,No,Non-Travel,Research & Development,Divorced,Life Sciences
Yes,29,4787,1,4,2,2,2,2,9,1,3,4,3,3,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Medical
No,42,18880,2,24,22,6,14,4,5,5,3,3,3,0,Manager,No,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,56,2339,7,14,10,9,8,9,8,1,3,3,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Technical Degree
No,41,13570,28,21,20,7,10,0,0,4,2,2,4,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,34,6712,28,8,8,7,7,1,1,2,2,3,4,2,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,36,5406,15,15,15,12,11,11,1,2,1,4,4,1,Sales Executive,No,Non-Travel,Sales,Divorced,Marketing
No,41,8938,3,14,5,4,4,0,2,2,2,2,3,1,Sales Executive,No,Travel_Rarely,Sales,Divorced,Life Sciences
No,32,2439,2,4,4,2,2,1,1,1,3,1,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Technical Degree
No,35,8837,26,9,9,0,7,1,1,3,3,4,3,0,Human Resources,Yes,Travel_Rarely,Human Resources,Single,Life Sciences
No,38,5343,10,10,10,7,9,1,1,2,3,4,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Life Sciences
Yes,50,6728,1,12,6,3,1,0,7,2,3,3,3,2,Sales Executive,No,Travel_Frequently,Sales,Divorced,Life Sciences
No,36,6652,11,8,6,3,0,0,4,2,2,4,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,45,4850,20,8,5,3,1,0,8,2,3,3,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Life Sciences
No,40,2809,2,8,2,2,2,2,2,1,2,3,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,35,5689,18,10,10,2,2,0,1,2,3,3,3,2,Healthcare Representative,Yes,Travel_Frequently,Research & Development,Married,Life Sciences
No,40,2001,2,20,5,3,2,0,2,1,3,3,3,3,Research Scientist,No,Travel_Rarely,Research & Development,Married,Medical
No,35,2977,1,4,4,3,1,1,1,1,1,4,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,29,4025,13,10,4,3,3,0,4,2,2,2,3,1,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Married,Other
No,29,3785,28,5,5,4,4,0,1,1,2,1,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Medical
Yes,50,10854,28,20,3,2,0,2,4,3,2,1,3,1,Sales Executive,Yes,Travel_Rarely,Sales,Divorced,Marketing
No,39,12031,24,21,20,9,6,9,0,4,2,4,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,31,9936,5,10,9,4,7,1,0,2,3,1,3,0,Manufacturing Director,No,Non-Travel,Research & Development,Single,Medical
No,26,2966,5,5,4,2,0,0,0,1,2,3,3,0,Sales Representative,No,Travel_Rarely,Sales,Single,Other
No,36,2571,23,17,5,2,3,0,4,2,4,4,3,1,Laboratory Technician,No,Travel_Frequently,Research & Development,Married,Medical
No,39,9991,6,9,7,7,7,1,4,3,2,1,3,1,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Medical
No,27,6142,4,6,6,2,3,0,1,2,4,2,4,1,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,49,5390,2,17,9,6,8,0,2,2,2,2,3,0,Sales Executive,No,Travel_Frequently,Sales,Married,Medical
No,34,4404,8,6,4,3,2,1,2,2,4,3,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
